"";"ID";"Baum-Nr";"Fall";"Fallnummer";"Z_Oeffnung";"Z_laeng";"Z_breit";"DM_Spitz";"DM_max";"DM_mit";"Woel_aufg";"Woel_flach";"Verh_LB";"Asym";"Apo_L";"Apo_B";"Apo_S";"Entf";"Verh_LABA";"Verh_LASA";"Stiel_L";"Baumseite";"Fallgruppe";"Bart";"Region";"Population";"Hakigkeit"
"1";"B_Pmm_1.1";55;"B./P.m.ssp.m. 1";"B./P.m. 1";"o";29,91;35,01;2,4;37,88;20,14;51;40;0,854327335047129;1,275;5,16;4,78;3,41;5,78;1,07949790794979;1,51319648093842;6,06;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";1,12015503875969
"2";"B_Pmm_1.2";55;"B./P.m.ssp.m. 1";"B./P.m. 1";"o";32,64;32,38;2,16;33,74;17,95;58;46;1,00802964793082;1,26086956521739;6,82;6,43;2,87;6,51;1,0606531881804;2,37630662020906;4,03;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,954545454545454
"3";"B_Pmm_1.3";55;"B./P.m.ssp.m. 1";"B./P.m. 1";"o";31,99;33,15;1,41;35,96;18,685;59;46;0,96500754147813;1,28260869565217;5,77;6,76;3,17;6,18;0,853550295857988;1,82018927444795;6,18;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";1,07105719237435
"4";"B_Pmm_1.4";55;"B./P.m.ssp.m. 1";"B./P.m. 1";"o";31,44;29,12;2,16;30,67;16,415;46;39;1,07967032967033;1,17948717948718;5,78;6,61;2,66;5,49;0,874432677760968;2,17293233082707;2,52;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,949826989619377
"5";"B_Pmm_1.5";55;"B./P.m.ssp.m. 1";"B./P.m. 1";"o";40,65;37,53;2,57;38,91;20,74;61;58;1,08313349320544;1,05172413793103;5,54;7,97;2,74;4,76;0,695106649937265;2,02189781021898;5,39;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,859205776173285
"6";"B_Pmm_1.6";55;"B./P.m.ssp.m. 1";"B./P.m. 1";"o";43,86;40,13;1,98;41,92;21,95;66;63;1,0929479192624;1,04761904761905;5,18;6,99;3,22;8,17;0,741058655221745;1,60869565217391;3,16;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";1,57722007722008
"7";"B_Pmm_1.7";55;"B./P.m.ssp.m. 1";"B./P.m. 1";"o";39,07;37,17;2,57;38,95;20,76;61;53;1,05111649179446;1,15094339622642;5,12;6,14;2,99;4,08;0,833876221498371;1,7123745819398;4,58;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,796875
"8";"B_Pmm_1.8";55;"B./P.m.ssp.m. 1";"B./P.m. 1";"o";38,21;40,77;1,82;41,58;21,7;68;56;0,937208731910719;1,21428571428571;5,47;6,44;3,55;4,21;0,849378881987577;1,54084507042254;3,09;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,769652650822669
"9";"B_Pmm_10.1";64;"B./P.m.ssp.m. 10";"B./P.m. 10";"o";20,9;23,8;2,71;25,6;14,155;41;33;0,878151260504202;1,24242424242424;4,24;6,9;2,82;2,7;0,614492753623188;1,50354609929078;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,636792452830189
"10";"B_Pmm_10.2";64;"B./P.m.ssp.m. 10";"B./P.m. 10";"o";33,4;32,3;1,93;33;17,465;53;48;1,03405572755418;1,10416666666667;4,89;7,13;3,23;3,39;0,685834502103787;1,51393188854489;2,3;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,693251533742331
"11";"B_Pmm_10.3";64;"B./P.m.ssp.m. 10";"B./P.m. 10";"o";30,8;29,7;3,16;30,8;16,98;51;38;1,03703703703704;1,34210526315789;5,17;7,2;3,3;3,13;0,718055555555556;1,56666666666667;2,1;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,60541586073501
"12";"B_Pmm_10.4";64;"B./P.m.ssp.m. 10";"B./P.m. 10";"o";26,6;22,8;1,61;23,7;12,655;42;36;1,16666666666667;1,16666666666667;5,16;6,75;3,06;3,11;0,764444444444444;1,68627450980392;4,9;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,602713178294574
"13";"B_Pmm_10.5";64;"B./P.m.ssp.m. 10";"B./P.m. 10";"o";28,2;25,2;1,78;26,7;14,24;47;38;1,11904761904762;1,23684210526316;6,35;7,1;3,18;3,18;0,894366197183099;1,99685534591195;4,2;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,500787401574803
"14";"B_Pmm_10.6";64;"B./P.m.ssp.m. 10";"B./P.m. 10";"o";30,9;28,1;2,2;29,4;15,8;46;42;1,09964412811388;1,0952380952381;5,25;7,38;3,21;3,45;0,711382113821138;1,63551401869159;4,2;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,657142857142857
"15";"B_Pmm_10.7";64;"B./P.m.ssp.m. 10";"B./P.m. 10";"o";32,4;29,6;2,51;30,8;16,655;51;47;1,09459459459459;1,08510638297872;4,89;6,91;2,84;3,3;0,70767004341534;1,72183098591549;3,9;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,674846625766871
"16";"B_Pmm_10.8";64;"B./P.m.ssp.m. 10";"B./P.m. 10";"o";29,8;27,9;1,25;28,7;14,975;46;44;1,06810035842294;1,04545454545455;5,8;7,68;2,66;2,83;0,755208333333333;2,18045112781955;4;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,487931034482759
"17";"B_Pmm_11.1";65;"B./P.m.ssp.m. 11";"B./P.m. 11";"o";38,7;32,8;2,69;33,8;18,245;57;55;1,17987804878049;1,03636363636364;5,07;6,63;2,69;2,54;0,764705882352941;1,88475836431227;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,500986193293886
"18";"B_Pmm_11.2";65;"B./P.m.ssp.m. 11";"B./P.m. 11";"o";38,7;33,5;2,64;34,9;18,77;65;52;1,15522388059701;1,25;4,71;7,55;2,31;2,92;0,623841059602649;2,03896103896104;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,619957537154989
"19";"B_Pmm_11.3";65;"B./P.m.ssp.m. 11";"B./P.m. 11";"o";36,8;31,3;1,58;32;16,79;58;49;1,17571884984026;1,18367346938776;4,18;6,64;3,13;2,88;0,629518072289157;1,33546325878594;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,688995215311005
"20";"B_Pmm_11.4";65;"B./P.m.ssp.m. 11";"B./P.m. 11";"o";38,3;32,9;1,91;34;17,955;64;50;1,16413373860182;1,28;4,15;6,9;2,37;2,76;0,601449275362319;1,75105485232068;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,665060240963855
"21";"B_Pmm_11.5";65;"B./P.m.ssp.m. 11";"B./P.m. 11";"o";34,9;31,6;2,99;32,8;17,895;58;46;1,10443037974684;1,26086956521739;4,98;6,12;2,57;2,73;0,813725490196079;1,93774319066148;1;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,548192771084337
"22";"B_Pmm_11.6";65;"B./P.m.ssp.m. 11";"B./P.m. 11";"o";33,5;36,2;1,95;37,4;19,675;59;49;0,925414364640884;1,20408163265306;4,8;6,27;2,57;2,69;0,76555023923445;1,86770428015564;1,3;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,560416666666667
"23";"B_Pmm_11.7";65;"B./P.m.ssp.m. 11";"B./P.m. 11";"o";33;30;3,04;31,2;17,12;52;45;1,1;1,15555555555556;4,79;6,26;2,86;2,46;0,76517571884984;1,67482517482518;1,5;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,51356993736952
"24";"B_Pmm_11.8";65;"B./P.m.ssp.m. 11";"B./P.m. 11";"o";38;32,2;3,56;33,6;18,58;62;46;1,18012422360248;1,34782608695652;3,91;6,46;2,73;2,37;0,605263157894737;1,43223443223443;1,7;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,60613810741688
"25";"B_Pmm_12.1";66;"B./P.m.ssp.m. 12";"B./P.m. 12";"o";31,7;34,3;1,86;35,1;18,48;66;40;0,924198250728863;1,65;5,89;6,37;3,1;2,96;0,924646781789639;1,9;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,502546689303905
"26";"B_Pmm_12.2";66;"B./P.m.ssp.m. 12";"B./P.m. 12";"o";33,5;35,5;2,33;36,6;19,465;58;46;0,943661971830986;1,26086956521739;4,89;6,04;2,8;2,74;0,809602649006622;1,74642857142857;1,9;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,560327198364008
"27";"B_Pmm_12.3";66;"B./P.m.ssp.m. 12";"B./P.m. 12";"o";35,6;34,2;1,93;35,7;18,815;56;51;1,04093567251462;1,09803921568627;5,75;6,34;2,61;2,62;0,906940063091483;2,20306513409962;2,4;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,455652173913044
"28";"B_Pmm_12.4";66;"B./P.m.ssp.m. 12";"B./P.m. 12";"o";29,4;31,4;1,99;32;16,995;57;32;0,936305732484076;1,78125;4,92;5,38;2,45;3,17;0,914498141263941;2,00816326530612;2,6;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,644308943089431
"29";"B_Pmm_12.5";66;"B./P.m.ssp.m. 12";"B./P.m. 12";"o";30,7;31,5;2,38;32,3;17,34;53;42;0,974603174603175;1,26190476190476;4,88;5,98;2,96;3,58;0,816053511705686;1,64864864864865;3,3;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,733606557377049
"30";"B_Pmm_12.6";66;"B./P.m.ssp.m. 12";"B./P.m. 12";"o";30,8;32,1;1,97;33,9;17,935;52;42;0,959501557632399;1,23809523809524;5,03;6,08;2,11;2,84;0,827302631578947;2,38388625592417;1,6;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,564612326043738
"31";"B_Pmm_12.7";66;"B./P.m.ssp.m. 12";"B./P.m. 12";"o";35,3;34,9;2,44;35,8;19,12;62;44;1,01146131805158;1,40909090909091;5,1;5,84;2,58;2,62;0,873287671232877;1,97674418604651;3,8;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,513725490196078
"32";"B_Pmm_12.8";66;"B./P.m.ssp.m. 12";"B./P.m. 12";"o";25,6;28,3;2,33;29,9;16,115;48;34;0,904593639575972;1,41176470588235;4,19;7,17;2,5;3,16;0,584379358437936;1,676;3,3;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,75417661097852
"33";"B_Pmm_13.1";67;"B./P.m.ssp.m. 13";"B./P.m. 13";"o";33,3;34,8;2,57;36,2;19,385;60;43;0,956896551724138;1,3953488372093;6,46;7,93;3,57;3,26;0,814627994955864;1,80952380952381;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,504643962848297
"34";"B_Pmm_13.2";67;"B./P.m.ssp.m. 13";"B./P.m. 13";"o";38,5;35,4;3,59;36,5;20,045;65;46;1,08757062146893;1,41304347826087;4,88;8,27;3,09;3,42;0,590084643288996;1,57928802588997;2,3;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,700819672131147
"35";"B_Pmm_13.3";67;"B./P.m.ssp.m. 13";"B./P.m. 13";"o";25;26,9;1,81;27,8;14,805;44;35;0,929368029739777;1,25714285714286;4,86;6,69;2,98;3,61;0,726457399103139;1,63087248322148;3,6;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,742798353909465
"36";"B_Pmm_13.4";67;"B./P.m.ssp.m. 13";"B./P.m. 13";"o";22,3;26,8;1,62;28,1;14,86;40;34;0,832089552238806;1,17647058823529;4,46;7,12;3,55;3,12;0,626404494382023;1,25633802816901;2,9;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,699551569506726
"37";"B_Pmm_13.5";67;"B./P.m.ssp.m. 13";"B./P.m. 13";"o";34,8;33,9;2,26;34,8;18,53;66;41;1,02654867256637;1,60975609756098;5,29;7,32;3,6;3,36;0,722677595628415;1,46944444444444;NA;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,635160680529301
"38";"B_Pmm_13.6";67;"B./P.m.ssp.m. 13";"B./P.m. 13";"o";28,4;23,2;3,06;24,4;13,73;52;25;1,22413793103448;2,08;6,25;6,72;3,17;3,93;0,930059523809524;1,97160883280757;3,5;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,6288
"39";"B_Pmm_13.7";67;"B./P.m.ssp.m. 13";"B./P.m. 13";"o";35;32,6;3,47;33,4;18,435;57;46;1,07361963190184;1,23913043478261;5,23;6,81;3,36;3,33;0,76798825256975;1,55654761904762;NA;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,636711281070746
"40";"B_Pmm_13.8";67;"B./P.m.ssp.m. 13";"B./P.m. 13";"o";27,7;26,2;2,49;26,9;14,695;56;24;1,05725190839695;2,33333333333333;5,87;6,29;3,43;3,9;0,933227344992051;1,71137026239067;3,3;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,664395229982964
"41";"B_Pmm_14.1";68;"B./P.m.ssp.m. 14";"B./P.m. 14";"o";22,2;24,4;1,82;25,3;13,56;39;32;0,909836065573771;1,21875;5,13;7,03;2,11;2,17;0,72972972972973;2,43127962085308;1,6;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,423001949317739
"42";"B_Pmm_14.2";68;"B./P.m.ssp.m. 14";"B./P.m. 14";"o";29,2;29,5;1,9;31,1;16,5;50;42;0,989830508474576;1,19047619047619;5,25;6,8;2,45;2,38;0,772058823529412;2,14285714285714;1,2;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,453333333333333
"43";"B_Pmm_14.3";68;"B./P.m.ssp.m. 14";"B./P.m. 14";"o";28,5;29,6;2,09;30,4;16,245;49;41;0,962837837837838;1,19512195121951;5,3;7,01;2,44;2,62;0,756062767475036;2,17213114754098;1,1;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,494339622641509
"44";"B_Pmm_14.4";68;"B./P.m.ssp.m. 14";"B./P.m. 14";"o";22,8;24,8;2,26;26;14,13;41;28;0,919354838709677;1,46428571428571;4,24;7,14;2,19;2,18;0,593837535014006;1,93607305936073;2,1;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,514150943396226
"45";"B_Pmm_14.5";68;"B./P.m.ssp.m. 14";"B./P.m. 14";"o";28;28,5;2,17;29,6;15,885;44;35;0,982456140350877;1,25714285714286;5,64;7,15;2,03;2,74;0,788811188811189;2,77832512315271;2,6;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,48581560283688
"46";"B_Pmm_14.6";68;"B./P.m.ssp.m. 14";"B./P.m. 14";"o";27,9;26,6;1,19;27,7;14,445;43;38;1,04887218045113;1,13157894736842;5,15;7,3;2,92;2,65;0,705479452054795;1,76369863013699;NA;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,514563106796116
"47";"B_Pmm_14.7";68;"B./P.m.ssp.m. 14";"B./P.m. 14";"o";27,7;28,6;1,5;29,4;15,45;45;41;0,968531468531468;1,09756097560976;5,26;7,08;2,78;2,7;0,742937853107345;1,89208633093525;NA;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,513307984790875
"48";"B_Pmm_14.8";68;"B./P.m.ssp.m. 14";"B./P.m. 14";"o";24,6;27,6;1,72;28,4;15,06;47;36;0,891304347826087;1,30555555555556;4,71;6,28;2,6;2,82;0,75;1,81153846153846;7;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,598726114649682
"49";"B_Pmm_15.1";69;"B./P.m.ssp.m. 15";"B./P.m. 15";"o";42,5;39,6;2,87;41;21,935;69;55;1,07323232323232;1,25454545454545;6,07;7,89;2,89;3,05;0,769328263624842;2,10034602076125;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,502471169686985
"50";"B_Pmm_15.2";69;"B./P.m.ssp.m. 15";"B./P.m. 15";"o";32,3;33;2,24;34;18,12;56;48;0,978787878787879;1,16666666666667;4,25;6,97;2,56;2,52;0,609756097560976;1,66015625;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,592941176470588
"51";"B_Pmm_15.3";69;"B./P.m.ssp.m. 15";"B./P.m. 15";"o";41,2;38,3;2,15;39;20,575;68;53;1,0757180156658;1,28301886792453;4,5;7,61;2,77;2,81;0,591327201051248;1,62454873646209;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,624444444444444
"52";"B_Pmm_15.4";69;"B./P.m.ssp.m. 15";"B./P.m. 15";"o";40;33,4;2,37;35,3;18,835;62;53;1,19760479041916;1,16981132075472;4,95;8,3;2,89;3,04;0,596385542168675;1,71280276816609;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,614141414141414
"53";"B_Pmm_15.5";69;"B./P.m.ssp.m. 15";"B./P.m. 15";"o";28,5;24,3;2,29;26,3;14,295;44;38;1,17283950617284;1,15789473684211;4,97;6,58;2,3;2,31;0,75531914893617;2,16086956521739;NA;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,464788732394366
"54";"B_Pmm_15.6";69;"B./P.m.ssp.m. 15";"B./P.m. 15";"o";34,1;31,4;1,53;32,4;16,965;57;42;1,0859872611465;1,35714285714286;4,49;6,74;2,75;2,6;0,666172106824926;1,63272727272727;NA;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,579064587973274
"55";"B_Pmm_15.7";69;"B./P.m.ssp.m. 15";"B./P.m. 15";"o";32,7;29,7;1,86;30,7;16,28;66;38;1,1010101010101;1,73684210526316;4,6;6,76;2,77;2,77;0,680473372781065;1,66064981949458;1,4;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,602173913043478
"56";"B_Pmm_15.8";69;"B./P.m.ssp.m. 15";"B./P.m. 15";"o";28,9;27,4;2,31;28,6;15,455;45;36;1,05474452554745;1,25;4,97;6,38;2,51;2,14;0,778996865203762;1,9800796812749;2,7;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,430583501006036
"57";"B_Pmm_16.1";70;"B./P.m.ssp.m. 16";"B./P.m. 16";"o";29,5;32,1;1,45;33,5;17,475;53;46;0,919003115264797;1,15217391304348;5,06;6,9;3,26;3,31;0,733333333333333;1,5521472392638;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,654150197628459
"58";"B_Pmm_16.2";70;"B./P.m.ssp.m. 16";"B./P.m. 16";"o";30,5;28,7;2,17;30,3;16,235;52;36;1,06271777003484;1,44444444444444;4,99;5,29;3,81;3,62;0,943289224952741;1,30971128608924;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,725450901803607
"59";"B_Pmm_16.3";70;"B./P.m.ssp.m. 16";"B./P.m. 16";"o";35;33;2,55;34,3;18,425;58;49;1,06060606060606;1,18367346938776;4,37;7,04;3,18;3,24;0,620738636363636;1,37421383647799;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,74141876430206
"60";"B_Pmm_16.4";70;"B./P.m.ssp.m. 16";"B./P.m. 16";"o";30,2;30;1,88;30,6;16,24;50;40;1,00666666666667;1,25;4,07;6,47;3,27;3,11;0,629057187017002;1,24464831804281;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,764127764127764
"61";"B_Pmm_16.5";70;"B./P.m.ssp.m. 16";"B./P.m. 16";"o";30,6;33,9;2,12;35;18,56;53;45;0,902654867256637;1,17777777777778;4,52;7,21;2,94;3,02;0,626907073509015;1,53741496598639;NA;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,668141592920354
"62";"B_Pmm_16.6";70;"B./P.m.ssp.m. 16";"B./P.m. 16";"o";34,9;33,1;3,06;34,2;18,63;56;45;1,05438066465257;1,24444444444444;5,15;6,49;3,25;3,38;0,793528505392912;1,58461538461538;NA;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,65631067961165
"63";"B_Pmm_16.7";70;"B./P.m.ssp.m. 16";"B./P.m. 16";"o";33,5;33,9;1,62;34,7;18,16;56;46;0,988200589970502;1,21739130434783;5,13;6,23;3,51;3,72;0,823434991974318;1,46153846153846;NA;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,725146198830409
"64";"B_Pmm_16.8";70;"B./P.m.ssp.m. 16";"B./P.m. 16";"o";24,5;25;1,73;26,8;14,265;46;30;0,98;1,53333333333333;4,77;6,59;2,85;3,01;0,723823975720789;1,67368421052632;NA;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,631027253668763
"65";"B_Pmm_17.1";71;"B./P.m.ssp.m. 17";"B./P.m. 17";"o";31,5;33;2,72;34,4;18,56;58;47;0,954545454545455;1,23404255319149;4,57;7,16;2,67;3,14;0,638268156424581;1,71161048689139;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,687089715536105
"66";"B_Pmm_17.2";71;"B./P.m.ssp.m. 17";"B./P.m. 17";"o";28,2;30,6;4,6;31,5;18,05;51;43;0,92156862745098;1,18604651162791;4,03;7,6;3,08;2,89;0,530263157894737;1,30844155844156;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,71712158808933
"67";"B_Pmm_17.3";71;"B./P.m.ssp.m. 17";"B./P.m. 17";"o";27,9;28,5;2,64;29,7;16,17;50;39;0,978947368421053;1,28205128205128;4,22;7,51;2,67;2,69;0,561917443408788;1,58052434456929;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,637440758293839
"68";"B_Pmm_17.4";71;"B./P.m.ssp.m. 17";"B./P.m. 17";"o";28;28,9;2,87;29,6;16,235;46;40;0,968858131487889;1,15;4,01;7,27;2,42;2,62;0,551581843191197;1,65702479338843;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,653366583541147
"69";"B_Pmm_17.5";71;"B./P.m.ssp.m. 17";"B./P.m. 17";"o";28,2;30;2,15;31;16,575;55;36;0,94;1,52777777777778;4,61;7,99;2,94;3,08;0,576971214017522;1,56802721088435;NA;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,668112798264642
"70";"B_Pmm_17.6";71;"B./P.m.ssp.m. 17";"B./P.m. 17";"o";29;29,4;3,27;30,2;16,735;48;44;0,986394557823129;1,09090909090909;4,94;7,3;2,83;2,66;0,676712328767123;1,74558303886926;NA;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,538461538461538
"71";"B_Pmm_17.7";71;"B./P.m.ssp.m. 17";"B./P.m. 17";"o";24,5;29,9;2,06;31,4;16,73;47;38;0,819397993311037;1,23684210526316;4,49;6,69;2,87;3,2;0,671150971599402;1,56445993031359;2,6;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,712694877505568
"72";"B_Pmm_17.8";71;"B./P.m.ssp.m. 17";"B./P.m. 17";"o";31,6;32,8;3,32;33,7;18,51;54;45;0,963414634146342;1,2;4,1;8,2;2,99;2,91;0,5;1,37123745819398;NA;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,709756097560976
"73";"B_Pmm_18.1";72;"B./P.m.ssp.m. 18";"B./P.m. 18";"o";36,4;32,4;2,44;33,4;17,92;61;55;1,12345679012346;1,10909090909091;5,96;8,88;3,05;3,05;0,671171171171171;1,95409836065574;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,511744966442953
"74";"B_Pmm_18.2";72;"B./P.m.ssp.m. 18";"B./P.m. 18";"o";34,5;37,4;2,68;38,3;20,49;59;52;0,922459893048128;1,13461538461538;5,03;7,88;2,92;2,87;0,638324873096447;1,72260273972603;1,5;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,570576540755467
"75";"B_Pmm_18.3";72;"B./P.m.ssp.m. 18";"B./P.m. 18";"o";31,4;28,9;1,09;29,8;15,445;49;43;1,08650519031142;1,13953488372093;4,25;7,27;2,89;2,65;0,584594222833563;1,47058823529412;1,2;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,623529411764706
"76";"B_Pmm_18.4";72;"B./P.m.ssp.m. 18";"B./P.m. 18";"o";29,2;28;3,3;29,2;16,25;48;42;1,04285714285714;1,14285714285714;4,28;7,82;3,21;3,13;0,547314578005115;1,33333333333333;NA;"s";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,731308411214953
"77";"B_Pmm_18.5";72;"B./P.m.ssp.m. 18";"B./P.m. 18";"o";22,2;25;2,23;25,9;14,065;39;30;0,888;1,3;4,97;7,1;2,54;2,52;0,7;1,95669291338583;2,7;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,507042253521127
"78";"B_Pmm_18.6";72;"B./P.m.ssp.m. 18";"B./P.m. 18";"o";26,2;24,3;3,6;25,8;14,7;44;33;1,07818930041152;1,33333333333333;5,08;7,03;2,83;2,84;0,722617354196302;1,79505300353357;1,5;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,559055118110236
"79";"B_Pmm_18.7";72;"B./P.m.ssp.m. 18";"B./P.m. 18";"o";36;30,4;2,08;31,4;16,74;60;46;1,18421052631579;1,30434782608696;4,47;7,65;2,91;2,96;0,584313725490196;1,5360824742268;0,5;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,662192393736018
"80";"B_Pmm_18.8";72;"B./P.m.ssp.m. 18";"B./P.m. 18";"o";27,2;27,7;3,12;29,4;16,26;47;40;0,981949458483754;1,175;5,16;6,79;2,98;2,98;0,759941089837997;1,73154362416107;1,9;"n";"B./P.m.ssp.m.";"P.m.ssp.m.";"B";"P.m.ssp.m.";0,577519379844961
